cluster_id,cluster_size,term,count_in_cluster,count_in_background,pvalue,pvalue_adjusted,odds_ratio
0,1330,KW:Cleavage on pair of basic residues,235,884,1.0664879127009704e-18,9.113623981262838e-18,2.042352915670969
0,1330,LINEAGE:Conidae > Conus > Virroconus,27,33,3.146570469476281e-17,2.5719793402675686e-16,25.239978621058256
0,1330,GO:GO:0090729||F:toxin activity,1316,7076,2.2493190250269637e-16,1.761966569604455e-15,1.3031585387638442
0,1330,KW:Toxin,1315,7092,5.978048816714958e-16,4.495492710169648e-15,1.2980040757083013
0,1330,LINEAGE:Conidae > Conus > Pionoconus,53,128,7.549061139295702e-13,5.458551900721507e-12,3.966840738317572
0,1330,LINEAGE:Conidae > Conus > Cylinder,57,152,1.3595066675876004e-11,9.466194574313661e-11,3.368159914331608
0,1330,NAME:U1-lycotoxin-Ls1b,13,13,2.2080099145111508e-11,1.4825209426003442e-10,inf
0,1330,LINEAGE:Lycosoidea > Ctenidae > Phoneutria,37,80,4.27049673529944e-11,2.6984883984464954e-10,4.827225152595119
0,1330,LINEAGE:Avicularoidea > Theraphosidae > Grammostola,14,15,4.3060985081593016e-11,2.6984883984464954e-10,78.46795632565868
0,1330,LINEAGE:Avicularoidea > Hexathelidae > Atrax,11,11,9.629992150511208e-10,5.840124271922926e-09,inf
0,1330,LINEAGE:Entelegynae > Agelenidae > Agelenopsis,14,18,5.565960490526485e-09,3.27000178818431e-08,19.616366009969145
0,1330,NAME:U3-lycotoxin-Ls1a,9,9,4.19916935992135e-08,2.321893646074158e-07,inf
0,1330,LINEAGE:Heteronemertea > Lineidae > Lineus,9,9,4.19916935992135e-08,2.321893646074158e-07,inf
0,1330,LINEAGE:Conidae > Conus > Rhizoconus,24,50,4.403320176091663e-08,2.365211980300665e-07,5.175413115562741
0,1330,GO:GO:0019871||F:sodium channel inhibitor activity,143,619,1.1588997676382549e-07,6.052032119888664e-07,1.6882668513198498
0,1330,GO:GO:0005576||C:extracellular region,1319,7669,1.8104116824425724e-07,9.198848548627125e-07,1.1771182631887358
0,1330,LINEAGE:Dionycha > Sparassidae > Heteropoda,9,10,3.6268372623550923e-07,1.7943300140072563e-06,50.42872397223705
0,1330,LINEAGE:Avicularoidea > Theraphosidae > Psalmopoeus,7,7,1.8306840777281748e-06,8.824836066997356e-06,inf
0,1330,LINEAGE:Conidae > Conus > Lautoconus,22,53,3.440773652510047e-06,1.617163616679722e-05,3.9782635340620955
0,1330,NAME:U3-lycotoxin-Ls1k,6,6,1.208664101000329e-05,5.542167097269801e-05,inf
0,1330,KW:Amidation,259,1339,1.791692634864963e-05,8.019957508443168e-05,1.3483752946660155
0,1330,LINEAGE:Avicularoidea > Macrothelidae > Macrothele,11,20,4.2432464581249484e-05,0.0001855186823552303,6.848577738224727
0,1330,LINEAGE:Lycosoidea > Lycosidae > Alopecosa,7,9,4.9612527208023e-05,0.0002119807980706437,19.608636336674774
0,1330,LINEAGE:Lycosoidea > Ctenidae > Oligoctenus,13,27,5.381006305136933e-05,0.00022480648563683186,5.203482211730002
0,1330,LINEAGE:Avicularoidea > Theraphosidae > Theraphosa,5,5,7.979505628668254e-05,0.00031918022514673016,inf
0,1330,LINEAGE:Avicularoidea > Theraphosidae > Paraphysa,5,5,7.979505628668254e-05,0.00031918022514673016,inf
0,1330,LINEAGE:Conidae > Conus > Phasmoconus,19,53,0.00016898044915147472,0.0006618400925099427,3.1319592596342862
0,1330,LINEAGE:Conidae > Conus > Virgiconus,13,30,0.0002053600546351361,0.000787912046355216,4.2850845197748
0,1330,LINEAGE:Conidae > Conus > Textilia,14,35,0.0003254464813175751,0.0012236787697540825,3.735778147005301
0,1330,LINEAGE:Avicularoidea > Theraphosidae > Selenotypus,5,6,0.0004183371326625211,0.0015124496334721917,28.009311428740883
0,1330,LINEAGE:Entelegynae incertae sedis > Cheiracanthiidae > Cheiracanthium,5,6,0.0004183371326625211,0.0015124496334721917,28.009311428740883
0,1330,LINEAGE:Avicularoidea > Theraphosidae > Ceratogyrus,4,4,0.0005267741955538195,0.0017074749786916907,inf
0,1330,NAME:U8-lycotoxin-Ls1m,4,4,0.0005267741955538195,0.0017074749786916907,inf
0,1330,NAME:U13-lycotoxin-Ls1a,4,4,0.0005267741955538195,0.0017074749786916907,inf
0,1330,LINEAGE:Entelegynae > Agelenidae > Pireneitega,4,4,0.0005267741955538195,0.0017074749786916907,inf
0,1330,LINEAGE:Avicularoidea > Theraphosidae > Thrixopelma,4,4,0.0005267741955538195,0.0017074749786916907,inf
0,1330,LINEAGE:Avicularoidea > Theraphosidae > Heteroscodra,4,4,0.0005267741955538195,0.0017074749786916907,inf
0,1330,KW:Secreted,1329,8108,0.0007112023919859821,0.002266204232090926,1.1062873740249533
0,1330,LINEAGE:Pholcoidea > Plectreuridae > Plectreurys,6,10,0.0014594059978066127,0.004572805459794053,8.403024911032029
0,1330,LINEAGE:Nectiopoda > Speleonectidae > Xibalbanus,4,5,0.002314690752645402,0.007133801008153043,22.406120270430552
0,1330,LINEAGE:Nynantheae > Metridiidae > Metridium,5,8,0.0029863711293495175,0.009055447940608214,9.3362394480359
0,1330,NAME:Toxin GTx1-15,3,3,0.003477371946066412,0.009079804525840077,inf
0,1330,LINEAGE:Avicularoidea > Theraphosidae > Pterinochilus,3,3,0.003477371946066412,0.009079804525840077,inf
0,1330,LINEAGE:Avicularoidea > Theraphosidae > Phlogius,3,3,0.003477371946066412,0.009079804525840077,inf
0,1330,LINEAGE:Avicularoidea > Nemesiidae > Calisoga,3,3,0.003477371946066412,0.009079804525840077,inf
0,1330,LINEAGE:Conoidea > Conidae > Conus,36,151,0.0033073763599441967,0.009079804525840077,1.754736107881888
0,1330,LINEAGE:Entelegynae > Agelenidae > Hololena,3,3,0.003477371946066412,0.009079804525840077,inf
0,1330,LINEAGE:Avicularoidea > Theraphosidae > Eucratoscelus,3,3,0.003477371946066412,0.009079804525840077,inf
0,1330,NAME:U6-lycotoxin-Ls1d,3,3,0.003477371946066412,0.009079804525840077,inf
0,1330,NAME:U16-barytoxin-Tl1c,3,3,0.003477371946066412,0.009079804525840077,inf
0,1330,NAME:U4-lycotoxin-Ls1a,3,3,0.003477371946066412,0.009079804525840077,inf
0,1330,LINEAGE:Conoidea > Conidae > Californiconus,37,158,0.0040341509335105625,0.010389320212328572,1.7140429080262376
0,1330,KW:Pharmaceutical,19,68,0.004917838408000764,0.012493967847353292,2.1728509769195266
0,1330,GO:GO:0044493||P:venom-mediated inhibition of voltage-gated sodium channel activity,10,28,0.00601730335662485,0.015083373747272958,3.1125085693192007
0,1330,LINEAGE:Avicularoidea > Euctenizidae > Apomastus,4,6,0.006107397992676152,0.015107773981883113,11.202941525323212
0,1330,KW:Bromination,15,52,0.00859098954880557,0.02097540305422659,2.2715068638159255
0,1330,LINEAGE:Conidae > Conus > Dendroconus,10,30,0.010342309547837181,0.024927617884530642,2.8011983863312766
0,1330,LINEAGE:Lycosoidea > Oxyopidae > Oxyopes,7,18,0.01246577099795999,0.028758871968847508,3.564866890627612
0,1330,LINEAGE:Avicularoidea > Theraphosidae > Acanthoscurria,4,7,0.012543763305561147,0.028758871968847508,7.468548610287431
0,1330,LINEAGE:Avicularoidea > Theraphosidae > Poecilotheria,3,4,0.012329165197409142,0.028758871968847508,16.803593666607366
0,1330,LINEAGE:Avicularoidea > Theraphosidae > Avicularia,3,4,0.012329165197409142,0.028758871968847508,16.803593666607366
0,1330,NAME:Conotoxin ArMKLT2-022,2,2,0.022953871578490794,0.03508396631509162,inf
0,1330,NAME:Omega-conotoxin-like TxO5,2,2,0.022953871578490794,0.03508396631509162,inf
0,1330,NAME:Mu-theraphotoxin-Hhn2j 4,2,2,0.022953871578490794,0.03508396631509162,inf
0,1330,NAME:U11-lycotoxin-Ls1b,2,2,0.022953871578490794,0.03508396631509162,inf
0,1330,LINEAGE:Avicularoidea > Theraphosidae > Pamphobeteus,2,2,0.022953871578490794,0.03508396631509162,inf
0,1330,NAME:Conotoxin Lt6.4,2,2,0.022953871578490794,0.03508396631509162,inf
0,1330,NAME:U11-theraphotoxin-Hhn1f,2,2,0.022953871578490794,0.03508396631509162,inf
0,1330,LINEAGE:Heteronemertea > Lineidae > Ramphogordius,2,2,0.022953871578490794,0.03508396631509162,inf
0,1330,NAME:U32-theraphotoxin-Cg1a,2,2,0.022953871578490794,0.03508396631509162,inf
0,1330,NAME:Conotoxin 1,2,2,0.022953871578490794,0.03508396631509162,inf
0,1330,NAME:Conotoxin VnMKLT2-021,2,2,0.022953871578490794,0.03508396631509162,inf
0,1330,NAME:U7-lycotoxin-Ls1a,2,2,0.022953871578490794,0.03508396631509162,inf
0,1330,LINEAGE:Avicularoidea > Theraphosidae > Monocentropus,2,2,0.022953871578490794,0.03508396631509162,inf
0,1330,LINEAGE:Conidae > Conus > Darioconus,13,46,0.01653855777326697,0.03508396631509162,2.2070937824216172
0,1330,LINEAGE:Avicularoidea > Theraphosidae > Bumba,2,2,0.022953871578490794,0.03508396631509162,inf
0,1330,NAME:U17-barytoxin-Tl1d,2,2,0.022953871578490794,0.03508396631509162,inf
0,1330,NAME:U16-barytoxin-Tl1a,2,2,0.022953871578490794,0.03508396631509162,inf
0,1330,LINEAGE:Avicularoidea > Theraphosidae > Phormingochilus,2,2,0.022953871578490794,0.03508396631509162,inf
0,1330,NAME:Conotoxin VnMEKL-0111,2,2,0.022953871578490794,0.03508396631509162,inf
0,1330,NAME:U7-lycotoxin-Ls1e,2,2,0.022953871578490794,0.03508396631509162,inf
0,1330,NAME:U7-lycotoxin-Ls1c,2,2,0.022953871578490794,0.03508396631509162,inf
0,1330,LINEAGE:Avicularoidea > Theraphosidae > Orphnaecus,2,2,0.022953871578490794,0.03508396631509162,inf
0,1330,LINEAGE:Avicularoidea > Theraphosidae > Pelinobius,2,2,0.022953871578490794,0.03508396631509162,inf
0,1330,NAME:U25-theraphotoxin-Cg1a,2,2,0.022953871578490794,0.03508396631509162,inf
0,1330,LINEAGE:Avicularoidea > Theraphosidae > Stromatopelma,2,2,0.022953871578490794,0.03508396631509162,inf
0,1330,NAME:U1-lycotoxin-Ls1e,2,2,0.022953871578490794,0.03508396631509162,inf
0,1330,NAME:U16-barytoxin-Tl1f,2,2,0.022953871578490794,0.03508396631509162,inf
0,1330,KW:Ryanodine-sensitive calcium-release channel impairing toxin,10,32,0.01669252905504472,0.03508396631509162,2.5464900547957026
0,1330,NAME:U1-lycotoxin-Ls1kk,2,2,0.022953871578490794,0.03508396631509162,inf
0,1330,NAME:Delta-conotoxin TxVIA,2,2,0.022953871578490794,0.03508396631509162,inf
0,1330,NAME:U11-lycotoxin-Ls1a,2,2,0.022953871578490794,0.03508396631509162,inf
0,1330,LINEAGE:Avicularoidea > Theraphosidae > Chromatopelma,2,2,0.022953871578490794,0.03508396631509162,inf
0,1330,NAME:Voltage sensor toxin 3,2,2,0.022953871578490794,0.03508396631509162,inf
0,1330,NAME:U19-lycotoxin-Ls1a,2,2,0.022953871578490794,0.03508396631509162,inf
0,1330,NAME:U10-lycotoxin-Ls1a,2,2,0.022953871578490794,0.03508396631509162,inf
0,1330,NAME:U13-lycotoxin-Ls1f,2,2,0.022953871578490794,0.03508396631509162,inf
0,1330,NAME:U11-theraphotoxin-Hhn1b,2,2,0.022953871578490794,0.03508396631509162,inf
0,1330,NAME:U17-barytoxin-Tl1a,2,2,0.022953871578490794,0.03508396631509162,inf
0,1330,NAME:U12-lycotoxin-Ls1a,2,2,0.022953871578490794,0.03508396631509162,inf
0,1330,NAME:Conotoxin Eb6.14,2,2,0.022953871578490794,0.03508396631509162,inf
0,1330,NAME:U8-lycotoxin-Ls1t,2,2,0.022953871578490794,0.03508396631509162,inf
0,1330,GO:GO:0044741||P:venom-mediated suppression of sensory perception of pain,3,5,0.027350876865327,0.04146745847323771,8.401707881159936
1,638,GO:GO:0046872||F:metal ion binding,401,604,4.605186782385824e-235,1.0131410921248813e-232,16.88826733039257
1,638,GO:GO:0005886||C:plasma membrane,220,225,5.896585725782864e-205,6.48624429836115e-203,371.132059447983
1,638,GO:GO:0008081||F:phosphoric diester hydrolase activity,210,213,1.4178502348991797e-198,1.0397568389260652e-196,589.9482392872295
1,638,KW:Lyase,210,220,2.43187386698533e-188,1.070024501473545e-186,176.97199830292746
1,638,GO:GO:0016829||F:lyase activity,210,220,2.43187386698533e-188,1.070024501473545e-186,176.97199830292746
1,638,KW:Dermonecrotic toxin,208,218,1.9684928978578316e-186,7.217807292145384e-185,175.2568083481802
1,638,KW:Magnesium,216,240,7.98681618744739e-179,2.510142230340609e-177,75.87307920876135
1,638,GO:GO:0004222||F:metalloendopeptidase activity,174,186,9.277011034747563e-152,2.55117803455558e-150,121.82036206750698
1,638,KW:Cell adhesion impairing toxin,194,232,4.1332031283356897e-147,1.0103385424820576e-145,42.95282290974449
1,638,KW:Metal-binding,429,1030,2.2197768630593242e-145,4.883509098730513e-144,6.092876504459827
1,638,KW:Zinc,195,246,3.624108815736138e-139,7.248217631472276e-138,32.167547357926225
1,638,KW:Metalloprotease,186,228,3.7198942976298574e-137,6.8198062123214054e-136,37.23277645379432
1,638,LINEAGE:Scytodoidea > Sicariidae > Loxosceles,165,186,2.1546662823358358e-134,3.646358323952953e-133,65.9548363724188
1,638,KW:Hemolysis,263,455,1.8123576592947575e-132,2.847990607463191e-131,11.574459366831459
1,638,KW:Cytolysis,266,658,6.750679443767729e-87,9.900996517526002e-86,5.723685492612938
1,638,KW:Zymogen,155,267,5.695275536778272e-79,7.831003863070125e-78,11.596596736245173
1,638,GO:GO:0031640||P:killing of cells of another organism,267,716,4.533488485741502e-78,5.866867452136062e-77,5.013394172892923
1,638,KW:Glycoprotein,258,684,1.0582841770372082e-76,1.2934584386010322e-75,5.103227184526602
1,638,KW:Platelet aggregation inhibiting toxin,185,395,2.6263134527609187e-73,3.040994524249485e-72,7.393361154792146
1,638,KW:Protease,191,461,7.866854547247875e-65,8.653540001972663e-64,5.936313176951943
1,638,KW:Lipid degradation,234,680,5.054131139784202e-61,5.294804051202497e-60,4.411038154148602
1,638,KW:Lipid metabolism,234,681,6.885921333049218e-61,6.885921333049218e-60,4.401125549178864
1,638,KW:Hemostasis impairing toxin,305,1060,4.05392932219075e-59,3.877671525573761e-58,3.4063018711866713
1,638,GO:GO:0006508||P:proteolysis,183,463,2.0302317838729405e-58,1.8610458018835288e-57,5.480272785544966
1,638,GO:GO:0016042||P:lipid catabolic process,236,774,7.716564413124691e-51,6.790576683549728e-50,3.685183633764978
1,638,LINEAGE:Scytodoidea > Sicariidae > Sicarius,44,44,2.4899400892430335e-43,2.1068723832056437e-42,inf
1,638,KW:Hydrolase,264,1013,1.0256524549799319e-42,8.357168151688335e-42,2.9618173021648277
1,638,KW:Hemorrhagic toxin,54,70,2.1170109584525456e-38,1.6633657530698573e-37,28.068660497445777
1,638,GO:GO:0006915||P:apoptotic process,51,71,9.988952803046447e-34,7.577826264380065e-33,21.20125167448091
1,638,KW:Apoptosis,51,72,3.064489265889785e-33,2.247292128319176e-32,20.191464931585493
1,638,GO:GO:0009063||P:amino acid catabolic process,33,33,1.1298445288228588e-32,8.018251494871901e-32,inf
1,638,KW:FAD,38,55,1.688868132519898e-24,1.1610968411074298e-23,18.56507386763353
1,638,KW:Flavoprotein,38,56,4.7048454634169725e-24,3.136563642277982e-23,17.533504316393
1,638,KW:Oxidoreductase,38,58,3.282044132192564e-23,2.1236756149481298e-22,15.7798360792841
1,638,GO:GO:0001716||F:L-amino-acid oxidase activity,28,36,9.907322283798068e-21,6.2274597212445e-20,29.047338514247514
1,638,GO:GO:0005975||P:carbohydrate metabolic process,22,23,1.0483277078498801e-20,6.233299884512801e-20,182.50463542971687
1,638,GO:GO:0030214||P:hyaluronan catabolic process,22,23,1.0483277078498801e-20,6.233299884512801e-20,182.50463542971687
1,638,KW:Fibrinogenolytic toxin,51,114,3.0923496144756783e-20,1.7903076715385507e-19,6.7276416929799385
1,638,GO:GO:0008970||F:phospholipase A1 activity,22,25,8.43744942121414e-19,4.759586852992592e-18,60.833653498148614
1,638,GO:GO:0004415||F:hyalurononglucosaminidase activity,22,26,4.9203662127443885e-18,2.7062014170094135e-17,45.62478075670258
1,638,KW:Glycosidase,19,25,3.784710619754207e-14,2.0308203325510377e-13,26.26170396348252
1,638,GO:GO:0008270||F:zinc ion binding,22,34,7.582166392564151e-14,3.9716109675336025e-13,15.207035273810519
1,638,KW:Calcium,144,710,7.779183184238942e-14,3.9800472105408536e-13,2.1201556547389213
1,638,LINEAGE:Viperidae > Crotalinae > Crotalus,59,204,8.494918398239022e-13,4.247459199119511e-12,3.3810321715817695
1,638,LINEAGE:Viperidae > Viperinae > Echis,31,72,2.4226814095296036e-12,1.165887433271019e-11,6.274522755257643
1,638,NAME:Phospholipase A1,12,12,2.4377646332030396e-12,1.165887433271019e-11,inf
1,638,GO:GO:0006509||P:membrane protein ectodomain proteolysis,11,11,2.2642285009837846e-11,1.0598516387583673e-10,inf
1,638,GO:GO:0006196||P:AMP catabolic process,9,9,1.952900911823422e-09,8.768126542880671e-09,inf
1,638,GO:GO:0007155||P:cell adhesion,9,9,1.952900911823422e-09,8.768126542880671e-09,inf
1,638,KW:Allergen,34,106,2.829302606233508e-09,1.2448931467427435e-08,3.918524556661
1,638,GO:GO:0106329||F:L-phenylalaine oxidase activity,15,26,7.311994978567992e-09,3.1541939123234475e-08,11.304522689330703
1,638,GO:GO:0008253||F:5'-nucleotidase activity,9,10,1.7636408809830814e-08,7.46155757338996e-08,74.58001001168029
1,638,GO:GO:0044477||P:venom-mediated suppression of platelet aggregation,17,35,2.3363767206961508e-08,9.698167519870815e-08,7.8301840411124095
1,638,LINEAGE:Viperidae > Crotalinae > Gloydius,27,81,4.691073116717001e-08,1.9111779364402598e-07,4.147351270053476
1,638,KW:Nucleotide-binding,11,16,5.887539410015548e-08,2.3550157640062192e-07,18.23297730307076
1,638,GO:GO:0031410||C:cytoplasmic vesicle,8,9,1.4758958628946604e-07,5.798162318514738e-07,66.28781179611245
1,638,GO:GO:0008237||F:metallopeptidase activity,19,50,4.4550987489616424e-07,1.7195117978448444e-06,5.081631003943371
1,638,LINEAGE:Viperidae > Crotalinae > Deinagkistrodon,17,42,6.231753561310764e-07,2.3637685922213248e-06,5.637335114376357
1,638,GO:GO:0000166||F:nucleotide binding,8,10,6.674022962051003e-07,2.488618731612238e-06,33.14357220322015
1,638,KW:Fibrinolytic toxin,20,57,9.941550309188794e-07,3.6452351133692247e-06,4.481769452124358
1,638,GO:GO:0003676||F:nucleic acid binding,6,6,1.563427227860641e-06,5.547645002086146e-06,inf
1,638,KW:Cell adhesion,6,6,1.563427227860641e-06,5.547645002086146e-06,inf
1,638,LINEAGE:Viperidae > Viperinae > Cerastes,11,22,5.117384063777758e-06,1.787023006398582e-05,8.287216288384514
1,638,KW:EGF-like domain,16,44,6.981384341839344e-06,2.3998508675072746e-05,4.736717827626919
1,638,LINEAGE:Viperidae > Crotalinae > Bothrops,49,242,1.1028530410442395e-05,3.732733369688195e-05,2.1068330804683253
1,638,KW:Collagen degradation,5,5,1.4514837520213924e-05,4.2576856725960845e-05,inf
1,638,LINEAGE:Synanceiidae > Synanceiinae > Synanceia,5,5,1.4514837520213924e-05,4.2576856725960845e-05,inf
1,638,GO:GO:0009143||P:nucleoside triphosphate catabolic process,5,5,1.4514837520213924e-05,4.2576856725960845e-05,inf
1,638,GO:GO:0047429||F:nucleoside triphosphate diphosphatase activity,5,5,1.4514837520213924e-05,4.2576856725960845e-05,inf
1,638,GO:GO:0006956||P:complement activation,5,5,1.4514837520213924e-05,4.2576856725960845e-05,inf
1,638,GO:GO:0044358||P:venom-mediated hemorrhage,8,13,1.4132289389522423e-05,4.2576856725960845e-05,13.257028447484775
1,638,GO:GO:0004866||F:endopeptidase inhibitor activity,5,5,1.4514837520213924e-05,4.2576856725960845e-05,inf
1,638,GO:GO:0030574||P:collagen catabolic process,5,5,1.4514837520213924e-05,4.2576856725960845e-05,inf
1,638,KW:Serine esterase,5,5,1.4514837520213924e-05,4.2576856725960845e-05,inf
1,638,GO:GO:0043262||F:ADP phosphatase activity,5,5,1.4514837520213924e-05,4.2576856725960845e-05,inf
1,638,GO:GO:0001525||P:angiogenesis,6,8,3.6074173749871126e-05,0.00010442523980225853,24.853532404704314
1,638,LINEAGE:Viperidae > Crotalinae > Agkistrodon,15,45,4.4166959115162735e-05,0.00012619131175760782,4.144198664440735
1,638,GO:GO:0016504||F:peptidase activator activity,13,36,5.4744506876590786e-05,0.0001524530571246832,4.684294557778697
1,638,KW:Prothrombin activator,13,36,5.4744506876590786e-05,0.0001524530571246832,4.684294557778697
1,638,GO:GO:0030195||P:negative regulation of blood coagulation,5,6,7.927188898309851e-05,0.0002179976947035209,41.419516263552964
1,638,GO:GO:0005507||F:copper ion binding,4,4,0.00013474553026287536,0.00035715682720280215,inf
1,638,GO:GO:0038023||F:signaling receptor activity,4,4,0.00013474553026287536,0.00035715682720280215,inf
1,638,KW:Thioester bond,4,4,0.00013474553026287536,0.00035715682720280215,inf
1,638,KW:Developmental protein,6,10,0.00022315065584558382,0.0005775664033650404,12.426515972975228
1,638,KW:Differentiation,6,10,0.00022315065584558382,0.0005775664033650404,12.426515972975228
1,638,GO:GO:0006954||P:inflammatory response,5,7,0.0002526174532265124,0.0006462306943003805,20.709549624687238
1,638,GO:GO:0004050||F:apyrase activity,5,8,0.0006135229190270181,0.0014884288601594636,13.806227411732
1,638,NAME:Snake venom 5'-nucleotidase,4,5,0.0006156683012477781,0.0014884288601594636,33.13284963722792
1,638,LINEAGE:Viperinae > Macrovipera > Macrovipera lebetinus,5,8,0.0006135229190270181,0.0014884288601594636,13.806227411732
1,638,KW:GPI-anchor,4,5,0.0006156683012477781,0.0014884288601594636,33.13284963722792
1,638,GO:GO:0098552||C:side of membrane,4,5,0.0006156683012477781,0.0014884288601594636,33.13284963722792
1,638,LINEAGE:Viperidae > Crotalinae > Protobothrops,21,92,0.0006692321785605047,0.0016003378182968592,2.4517134542682855
1,638,KW:Angiogenesis,6,12,0.0008105599848738961,0.001917453727658679,8.284177162398866
1,638,NAME:Venom dipeptidyl peptidase 4,3,3,0.0012507895424039123,0.002620701898370102,inf
1,638,GO:GO:0050029||F:L-lysine oxidase activity,3,3,0.0012507895424039123,0.002620701898370102,inf
1,638,NAME:Phospholipase A1 1,3,3,0.0012507895424039123,0.002620701898370102,inf
1,638,GO:GO:0019695||P:choline metabolic process,3,3,0.0012507895424039123,0.002620701898370102,inf
1,638,GO:GO:0004177||F:aminopeptidase activity,3,3,0.0012507895424039123,0.002620701898370102,inf
1,638,LINEAGE:Eulophidae > Eulophinae > Eulophus,3,3,0.0012507895424039123,0.002620701898370102,inf
1,638,NAME:Phospholipase A1 2,3,3,0.0012507895424039123,0.002620701898370102,inf
1,638,GO:GO:0000287||F:magnesium ion binding,3,3,0.0012507895424039123,0.002620701898370102,inf
1,638,KW:Aminopeptidase,3,3,0.0012507895424039123,0.002620701898370102,inf
1,638,GO:GO:0008239||F:dipeptidyl-peptidase activity,3,3,0.0012507895424039123,0.002620701898370102,inf
1,638,KW:Neurotransmitter degradation,3,3,0.0012507895424039123,0.002620701898370102,inf
1,638,GO:GO:0003990||F:acetylcholinesterase activity,3,3,0.0012507895424039123,0.002620701898370102,inf
1,638,GO:GO:0043655||C:host extracellular space,6,13,0.0013682006735242444,0.002839661775238998,7.100651787948476
1,638,GO:GO:0044523||P:venom-mediated disruption of extracellular matrix in another organism,4,6,0.001688461125764038,0.003471602314655031,16.566258026853472
1,638,LINEAGE:Viperidae > Viperinae > Eristicophis,4,8,0.006592315792640116,0.013305591508080968,8.28296222166625
1,638,GO:GO:0032991||C:protein-containing complex,4,8,0.006592315792640116,0.013305591508080968,8.28296222166625
1,638,KW:Lipoprotein,6,17,0.006750687193025257,0.013501374386050514,4.518414607329446
1,638,LINEAGE:Viperidae > Viperinae > Macrovipera,13,58,0.007808936181180976,0.015477170809547882,2.39366457093047
1,638,LINEAGE:Vespidae > Vespinae > Vespula,7,23,0.008663370821013532,0.01701733554127658,3.62426488988989
1,638,KW:Pyrrolidone carboxylic acid,49,323,0.009100831170885997,0.01771843236809663,1.4827975891511802
1,638,GO:GO:0030154||P:cell differentiation,6,18,0.009215036731952817,0.01778340421955807,4.141838351822504
1,638,NAME:Venom phosphodiesterase,2,2,0.011609721527688441,0.01995420887571451,inf
1,638,NAME:Snake venom metalloproteinase fibrolase,2,2,0.011609721527688441,0.01995420887571451,inf
1,638,NAME:Dermonecrotic toxin,2,2,0.011609721527688441,0.01995420887571451,inf
1,638,GO:GO:0022829||F:wide pore channel activity,2,2,0.011609721527688441,0.01995420887571451,inf
1,638,GO:GO:0050660||F:flavin adenine dinucleotide binding,2,2,0.011609721527688441,0.01995420887571451,inf
1,638,GO:GO:0017171||F:serine hydrolase activity,2,2,0.011609721527688441,0.01995420887571451,inf
1,638,GO:GO:0006581||P:acetylcholine catabolic process,2,2,0.011609721527688441,0.01995420887571451,inf
1,638,KW:Synapse,2,2,0.011609721527688441,0.01995420887571451,inf
